ref,stim1,stim2,stim3,stim4,stim5,stim6,stim7,stim8,clicks,participant,session,date,expName,psychopyVersion,frameRate
pigeon,dolphin,cat,cow,snail,ant,spider,rat,goldfish,"['stim7', 'stim8', 'stim4', 'stim2', 'stim3', 'stim1', 'stim6', 'stim5']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
bat,snake,lizard,snail,turtle,crocodile,fox,rat,sheep,"['stim2', 'stim5', 'stim1', 'stim3', 'stim7', 'stim4', 'stim6', 'stim8']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
mouse,pigeon,shark,duck,snail,horse,dog,tiger,ant,"['stim1', 'stim3', 'stim4', 'stim6', 'stim5', 'stim7', 'stim2', 'stim8']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
turtle,bear,sheep,monkey,dog,owl,ladybug,eagle,lizard,"['stim8', 'stim5', 'stim7', 'stim2', 'stim4', 'stim1', 'stim3', 'stim6']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
goat,snail,elephant,bat,giraffe,sheep,sparrow,dolphin,spider,"['stim5', 'stim4', 'stim2', 'stim7', 'stim6', 'stim3', 'stim1', 'stim8']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
goat,monkey,snake,shark,fox,tiger,lizard,dog,pigeon,"['stim5', 'stim4', 'stim1', 'stim7', 'stim3', 'stim8', 'stim2', 'stim6']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
owl,frog,mouse,elephant,sparrow,turkey,cow,eagle,ant,"['stim7', 'stim4', 'stim5', 'stim1', 'stim6', 'stim2', 'stim3', 'stim8']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
goat,crocodile,bluebird,cat,snake,bear,butterfly,turtle,shark,"['stim5', 'stim3', 'stim8', 'stim1', 'stim2', 'stim4', 'stim7', 'stim6']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
horse,duck,spider,butterfly,ant,turkey,sheep,goldfish,hog,"['stim6', 'stim8', 'stim5', 'stim1', 'stim7', 'stim2', 'stim3', 'stim4']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
cat,bat,bluebird,snail,giraffe,turkey,ant,tiger,hog,"['stim8', 'stim7', 'stim4', 'stim5', 'stim2', 'stim1', 'stim3', 'stim6']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
turtle,bluebird,crocodile,giraffe,elephant,turkey,goat,cow,shark,"['stim2', 'stim5', 'stim8', 'stim1', 'stim6', 'stim7', 'stim3', 'stim4']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
monkey,elephant,fox,goldfish,giraffe,mouse,lizard,goat,turkey,"['stim4', 'stim2', 'stim7', 'stim1', 'stim8', 'stim5', 'stim3', 'stim6']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
duck,dog,cow,spider,crocodile,mouse,giraffe,turtle,shark,"['stim7', 'stim1', 'stim2', 'stim6', 'stim4', 'stim5', 'stim8', 'stim3']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
crocodile,eagle,fox,monkey,dolphin,pigeon,dog,bat,mouse,"['stim4', 'stim1', 'stim3', 'stim2', 'stim6', 'stim5', 'stim7', 'stim8']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
whale,hog,bluebird,bat,spider,giraffe,tiger,pigeon,snail,"['stim5', 'stim6', 'stim1', 'stim2', 'stim7', 'stim3', 'stim8', 'stim4']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
pigeon,duck,dolphin,sparrow,butterfly,dog,monkey,bat,ant,"['stim3', 'stim1', 'stim7', 'stim5', 'stim6', 'stim2', 'stim4', 'stim8']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
giraffe,tiger,pigeon,bear,cow,goldfish,crocodile,shark,eagle,"['stim3', 'stim4', 'stim1', 'stim7', 'stim6', 'stim8', 'stim2', 'stim5']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
duck,horse,sheep,bat,whale,bluebird,goat,owl,snail,"['stim7', 'stim5', 'stim6', 'stim2', 'stim1', 'stim4', 'stim3', 'stim8']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
cow,crocodile,spider,shark,sheep,snail,duck,goat,whale,"['stim4', 'stim7', 'stim6', 'stim1', 'stim8', 'stim3', 'stim5', 'stim2']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
rat,snake,spider,sheep,butterfly,goat,cat,shark,turkey,"['stim1', 'stim8', 'stim6', 'stim5', 'stim3', 'stim7', 'stim2', 'stim4']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
tiger,fox,snake,ant,lizard,goat,eagle,turtle,pigeon,"['stim5', 'stim1', 'stim7', 'stim2', 'stim6', 'stim8', 'stim4', 'stim3']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
hog,snail,cat,bear,mouse,elephant,sparrow,owl,bluebird,"['stim3', 'stim2', 'stim5', 'stim7', 'stim8', 'stim6', 'stim4', 'stim1']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
ant,snail,dog,sparrow,cow,cat,hog,whale,monkey,"['stim1', 'stim3', 'stim2', 'stim5', 'stim6', 'stim4', 'stim8', 'stim7']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
spider,snail,tiger,turtle,mouse,duck,ant,dog,giraffe,"['stim6', 'stim1', 'stim4', 'stim3', 'stim5', 'stim7', 'stim2', 'stim8']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
bear,frog,cat,bat,pigeon,butterfly,snail,goat,goldfish,"['stim7', 'stim2', 'stim4', 'stim3', 'stim8', 'stim1', 'stim6', 'stim5']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
snake,goat,bat,goldfish,dog,frog,tiger,duck,owl,"['stim2', 'stim8', 'stim3', 'stim5', 'stim7', 'stim4', 'stim6', 'stim1']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
hog,spider,dog,bluebird,elephant,cow,snake,crocodile,ant,"['stim5', 'stim4', 'stim2', 'stim7', 'stim6', 'stim3', 'stim1', 'stim8']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
bluebird,goldfish,dolphin,turtle,bat,frog,fox,crocodile,hog,"['stim4', 'stim3', 'stim8', 'stim6', 'stim5', 'stim1', 'stim7', 'stim2']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
rat,owl,goldfish,turtle,duck,crocodile,dolphin,monkey,ladybug,"['stim3', 'stim2', 'stim4', 'stim1', 'stim5', 'stim7', 'stim6', 'stim8']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
dolphin,owl,whale,monkey,butterfly,eagle,pigeon,elephant,lizard,"['stim2', 'stim7', 'stim3', 'stim5', 'stim1', 'stim6', 'stim8', 'stim4']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
eagle,turkey,cow,sparrow,cat,hog,turtle,snail,frog,"['stim3', 'stim1', 'stim6', 'stim8', 'stim5', 'stim4', 'stim2', 'stim7']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
elephant,frog,dolphin,bear,pigeon,horse,crocodile,sheep,turtle,"['stim3', 'stim5', 'stim7', 'stim2', 'stim6', 'stim4', 'stim8', 'stim1']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
dolphin,cow,shark,frog,sparrow,monkey,horse,whale,snake,"['stim2', 'stim7', 'stim5', 'stim6', 'stim1', 'stim3', 'stim8', 'stim4']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
butterfly,monkey,turkey,lizard,shark,bat,whale,crocodile,turtle,"['stim3', 'stim5', 'stim8', 'stim7', 'stim2', 'stim1', 'stim4', 'stim6']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
owl,rat,lizard,spider,cat,turtle,dog,crocodile,giraffe,"['stim2', 'stim5', 'stim4', 'stim6', 'stim7', 'stim8', 'stim1', 'stim3']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
horse,turkey,crocodile,sheep,turtle,giraffe,goat,owl,bluebird,"['stim3', 'stim6', 'stim5', 'stim2', 'stim4', 'stim1', 'stim7', 'stim8']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
horse,shark,butterfly,lizard,tiger,duck,dog,mouse,frog,"['stim4', 'stim6', 'stim1', 'stim5', 'stim3', 'stim7', 'stim8', 'stim2']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
whale,horse,dolphin,rat,sheep,eagle,fox,cat,ant,"['stim2', 'stim1', 'stim6', 'stim4', 'stim7', 'stim5', 'stim3', 'stim8']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
dog,dolphin,monkey,pigeon,turtle,cat,mouse,ant,shark,"['stim5', 'stim2', 'stim1', 'stim8', 'stim3', 'stim4', 'stim6', 'stim7']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
cow,giraffe,mouse,whale,crocodile,bluebird,elephant,turtle,owl,"['stim6', 'stim1', 'stim4', 'stim3', 'stim5', 'stim8', 'stim7', 'stim2']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
elephant,goldfish,cow,spider,horse,snake,duck,pigeon,fox,"['stim4', 'stim2', 'stim8', 'stim7', 'stim6', 'stim5', 'stim1', 'stim3']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
turkey,butterfly,snail,cat,sheep,owl,giraffe,snake,mouse,"['stim5', 'stim4', 'stim3', 'stim7', 'stim6', 'stim8', 'stim2', 'stim1']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
duck,monkey,snail,goat,fox,dolphin,cat,elephant,rat,"['stim6', 'stim4', 'stim3', 'stim1', 'stim7', 'stim8', 'stim5', 'stim2']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
snail,frog,butterfly,bluebird,goat,hog,shark,crocodile,giraffe,"['stim1', 'stim7', 'stim5', 'stim4', 'stim8', 'stim6', 'stim3', 'stim2']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
tiger,frog,bluebird,bear,duck,butterfly,owl,turkey,spider,"['stim3', 'stim7', 'stim4', 'stim6', 'stim2', 'stim1', 'stim8', 'stim5']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
bat,eagle,pigeon,cow,ant,owl,cat,monkey,elephant,"['stim5', 'stim1', 'stim2', 'stim6', 'stim7', 'stim8', 'stim3', 'stim4']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
cat,whale,owl,ladybug,bluebird,lizard,pigeon,bat,rat,"['stim2', 'stim4', 'stim6', 'stim1', 'stim5', 'stim8', 'stim7', 'stim3']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
frog,dog,snail,cow,hog,tiger,owl,snake,cat,"['stim2', 'stim7', 'stim6', 'stim8', 'stim1', 'stim4', 'stim5', 'stim3']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
horse,fox,whale,tiger,mouse,eagle,monkey,bat,cow,"['stim8', 'stim3', 'stim1', 'stim6', 'stim2', 'stim5', 'stim4', 'stim7']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
sheep,crocodile,snail,sparrow,bat,cow,pigeon,ladybug,bear,"['stim5', 'stim8', 'stim1', 'stim6', 'stim3', 'stim4', 'stim2', 'stim7']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
turkey,elephant,lizard,goldfish,bear,crocodile,fox,hog,cow,"['stim2', 'stim7', 'stim8', 'stim6', 'stim4', 'stim1', 'stim5', 'stim3']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
fox,ladybug,dolphin,bat,ant,goat,turtle,cat,lizard,"['stim7', 'stim5', 'stim6', 'stim2', 'stim8', 'stim3', 'stim1', 'stim4']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
sparrow,lizard,cow,frog,ant,sheep,tiger,duck,crocodile,"['stim7', 'stim1', 'stim3', 'stim8', 'stim5', 'stim6', 'stim2', 'stim4']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
sheep,dog,hog,rat,dolphin,turkey,horse,goat,fox,"['stim6', 'stim7', 'stim2', 'stim8', 'stim1', 'stim5', 'stim4', 'stim3']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
shark,cat,sheep,spider,frog,owl,pigeon,whale,rat,"['stim7', 'stim4', 'stim2', 'stim1', 'stim5', 'stim6', 'stim8', 'stim3']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
goldfish,ant,mouse,elephant,whale,ladybug,turkey,turtle,butterfly,"['stim7', 'stim4', 'stim2', 'stim6', 'stim3', 'stim8', 'stim5', 'stim1']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
dolphin,eagle,dog,pigeon,hog,snail,turkey,cat,goldfish,"['stim8', 'stim4', 'stim2', 'stim7', 'stim1', 'stim6', 'stim3', 'stim5']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
turkey,horse,monkey,whale,spider,frog,hog,rat,bear,"['stim6', 'stim1', 'stim8', 'stim2', 'stim5', 'stim3', 'stim4', 'stim7']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
ladybug,whale,elephant,tiger,bear,duck,eagle,spider,goat,"['stim7', 'stim5', 'stim6', 'stim8', 'stim3', 'stim4', 'stim2', 'stim1']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
lizard,sparrow,turtle,snake,shark,frog,bat,turkey,crocodile,"['stim2', 'stim3', 'stim8', 'stim5', 'stim6', 'stim1', 'stim7', 'stim4']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
goat,whale,ant,hog,eagle,bear,turtle,cow,ladybug,"['stim7', 'stim3', 'stim5', 'stim1', 'stim6', 'stim4', 'stim8', 'stim2']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
snail,owl,dog,sparrow,turkey,lizard,goldfish,goat,frog,"['stim8', 'stim5', 'stim6', 'stim3', 'stim4', 'stim1', 'stim2', 'stim7']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
giraffe,dolphin,turkey,ladybug,sparrow,ant,turtle,snake,owl,"['stim1', 'stim2', 'stim8', 'stim4', 'stim6', 'stim7', 'stim3', 'stim5']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
bear,horse,turkey,giraffe,monkey,tiger,rat,hog,ladybug,"['stim3', 'stim4', 'stim5', 'stim1', 'stim7', 'stim2', 'stim6', 'stim8']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
sparrow,giraffe,bear,snake,dolphin,bat,tiger,sheep,goldfish,"['stim5', 'stim8', 'stim3', 'stim7', 'stim6', 'stim2', 'stim1', 'stim4']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
ant,bat,shark,dolphin,dog,lizard,sheep,whale,mouse,"['stim5', 'stim8', 'stim1', 'stim4', 'stim6', 'stim3', 'stim2', 'stim7']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
bluebird,snail,mouse,ladybug,ant,duck,giraffe,goat,eagle,"['stim8', 'stim5', 'stim2', 'stim7', 'stim1', 'stim6', 'stim3', 'stim4']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
pigeon,crocodile,bear,bluebird,turkey,elephant,mouse,owl,shark,"['stim3', 'stim7', 'stim4', 'stim1', 'stim6', 'stim2', 'stim5', 'stim8']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
frog,elephant,dolphin,eagle,monkey,ladybug,whale,shark,rat,"['stim8', 'stim3', 'stim1', 'stim2', 'stim4', 'stim7', 'stim6', 'stim5']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
spider,giraffe,ladybug,rat,frog,duck,monkey,shark,butterfly,"['stim2', 'stim4', 'stim8', 'stim3', 'stim5', 'stim1', 'stim6', 'stim7']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
lizard,duck,mouse,bluebird,sheep,snake,frog,butterfly,monkey,"['stim5', 'stim6', 'stim2', 'stim1', 'stim3', 'stim4', 'stim8', 'stim7']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
ladybug,crocodile,bluebird,horse,goldfish,turkey,butterfly,cow,sparrow,"['stim6', 'stim4', 'stim8', 'stim2', 'stim5', 'stim1', 'stim3', 'stim7']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
cow,monkey,bear,dolphin,tiger,dog,ant,fox,eagle,"['stim2', 'stim4', 'stim7', 'stim1', 'stim5', 'stim3', 'stim8', 'stim6']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
ant,turkey,bluebird,bear,turtle,lizard,dolphin,frog,crocodile,"['stim5', 'stim7', 'stim4', 'stim1', 'stim2', 'stim8', 'stim3', 'stim6']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
fox,bear,dolphin,tiger,giraffe,bluebird,goat,goldfish,pigeon,"['stim6', 'stim1', 'stim3', 'stim4', 'stim5', 'stim8', 'stim7', 'stim2']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
monkey,fox,tiger,shark,ant,rat,giraffe,cow,duck,"['stim1', 'stim7', 'stim2', 'stim6', 'stim3', 'stim8', 'stim5', 'stim4']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
mouse,turkey,giraffe,bat,ant,elephant,frog,dog,spider,"['stim3', 'stim6', 'stim1', 'stim7', 'stim2', 'stim5', 'stim8', 'stim4']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
tiger,horse,giraffe,goldfish,hog,rat,turkey,bear,monkey,"['stim7', 'stim4', 'stim1', 'stim2', 'stim8', 'stim6', 'stim5', 'stim3']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
frog,rat,crocodile,eagle,bluebird,mouse,fox,goat,butterfly,"['stim2', 'stim5', 'stim1', 'stim6', 'stim4', 'stim3', 'stim7', 'stim8']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
lizard,pigeon,cat,owl,dolphin,mouse,tiger,duck,ladybug,"['stim5', 'stim7', 'stim1', 'stim3', 'stim2', 'stim6', 'stim4', 'stim8']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
monkey,goat,bear,ladybug,sparrow,whale,lizard,snail,hog,"['stim2', 'stim1', 'stim8', 'stim5', 'stim4', 'stim6', 'stim7', 'stim3']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
goat,sheep,horse,rat,spider,cow,duck,whale,mouse,"['stim1', 'stim5', 'stim2', 'stim6', 'stim7', 'stim3', 'stim8', 'stim4']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
sparrow,ladybug,fox,dog,goat,goldfish,owl,butterfly,dolphin,"['stim6', 'stim3', 'stim2', 'stim4', 'stim5', 'stim8', 'stim7', 'stim1']",S7,8,2020_Jun_03_1504,word_exp,2020.1.0,None
