ref,stim1,stim2,stim3,stim4,stim5,stim6,stim7,stim8,clicks,participant,session,date,expName,psychopyVersion,frameRate
turkey,horse,hog,rat,frog,spider,whale,bear,monkey,"['stim2', 'stim1', 'stim8', 'stim3', 'stim7', 'stim4', 'stim5', 'stim6']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
elephant,goat,turtle,owl,eagle,crocodile,rat,ant,sparrow,"['stim5', 'stim2', 'stim1', 'stim6', 'stim7', 'stim4', 'stim3', 'stim8']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
snail,rat,spider,cat,dolphin,cow,ant,monkey,tiger,"['stim6', 'stim2', 'stim1', 'stim3', 'stim5', 'stim7', 'stim4', 'stim8']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
butterfly,eagle,frog,ladybug,goldfish,fox,duck,cow,mouse,"['stim3', 'stim6', 'stim2', 'stim8', 'stim5', 'stim1', 'stim7', 'stim4']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
fox,bear,goat,goldfish,bluebird,giraffe,tiger,pigeon,dolphin,"['stim2', 'stim6', 'stim1', 'stim5', 'stim8', 'stim7', 'stim4', 'stim3']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
snail,mouse,tiger,sheep,horse,whale,snake,turtle,dolphin,"['stim7', 'stim6', 'stim1', 'stim8', 'stim3', 'stim5', 'stim4', 'stim2']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
lizard,sparrow,bat,turkey,frog,shark,snake,crocodile,turtle,"['stim7', 'stim6', 'stim8', 'stim4', 'stim2', 'stim5', 'stim3', 'stim1']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
butterfly,bear,owl,turkey,ant,sheep,crocodile,tiger,snail,"['stim4', 'stim2', 'stim8', 'stim5', 'stim3', 'stim6', 'stim1', 'stim7']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
mouse,turkey,frog,dog,elephant,ant,bat,spider,giraffe,"['stim3', 'stim6', 'stim8', 'stim2', 'stim5', 'stim7', 'stim4', 'stim1']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
bear,duck,hog,sheep,turtle,bluebird,mouse,dolphin,turkey,"['stim7', 'stim2', 'stim4', 'stim3', 'stim6', 'stim1', 'stim8', 'stim5']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
lizard,pigeon,tiger,duck,mouse,dolphin,owl,ladybug,cat,"['stim4', 'stim8', 'stim2', 'stim7', 'stim5', 'stim1', 'stim3', 'stim6']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
spider,cat,goat,lizard,turkey,cow,hog,bluebird,dolphin,"['stim3', 'stim2', 'stim1', 'stim6', 'stim5', 'stim7', 'stim4', 'stim8']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
duck,eagle,sheep,horse,ant,lizard,turkey,butterfly,goldfish,"['stim6', 'stim2', 'stim1', 'stim7', 'stim5', 'stim4', 'stim3', 'stim8']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
bat,mouse,giraffe,bluebird,cow,ladybug,owl,butterfly,dog,"['stim1', 'stim3', 'stim5', 'stim6', 'stim7', 'stim8', 'stim4', 'stim2']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
shark,horse,snake,spider,eagle,frog,snail,hog,elephant,"['stim2', 'stim8', 'stim7', 'stim5', 'stim3', 'stim6', 'stim1', 'stim4']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
eagle,turkey,turtle,snail,hog,cat,sparrow,frog,cow,"['stim6', 'stim1', 'stim5', 'stim4', 'stim8', 'stim2', 'stim7', 'stim3']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
spider,turkey,dolphin,owl,snake,pigeon,sheep,goldfish,horse,"['stim4', 'stim7', 'stim5', 'stim6', 'stim1', 'stim8', 'stim3', 'stim2']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
dog,spider,snail,horse,crocodile,sheep,duck,turkey,snake,"['stim5', 'stim3', 'stim4', 'stim6', 'stim7', 'stim1', 'stim2', 'stim8']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
rat,butterfly,elephant,pigeon,giraffe,snail,bear,snake,ant,"['stim3', 'stim4', 'stim6', 'stim8', 'stim5', 'stim1', 'stim7', 'stim2']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
bat,snake,fox,rat,crocodile,turtle,snail,sheep,lizard,"['stim3', 'stim7', 'stim2', 'stim8', 'stim5', 'stim4', 'stim1', 'stim6']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
goldfish,cat,spider,hog,monkey,whale,cow,lizard,elephant,"['stim5', 'stim2', 'stim7', 'stim1', 'stim3', 'stim6', 'stim4', 'stim8']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
monkey,goat,lizard,snail,whale,sparrow,ladybug,hog,bear,"['stim1', 'stim7', 'stim8', 'stim4', 'stim2', 'stim6', 'stim5', 'stim3']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
rat,snake,cat,shark,goat,butterfly,sheep,turkey,spider,"['stim2', 'stim6', 'stim4', 'stim8', 'stim1', 'stim5', 'stim7', 'stim3']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
giraffe,bat,goat,turkey,monkey,pigeon,crocodile,ladybug,duck,"['stim4', 'stim2', 'stim6', 'stim3', 'stim1', 'stim8', 'stim7', 'stim5']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
dolphin,cow,horse,whale,monkey,sparrow,frog,snake,shark,"['stim3', 'stim8', 'stim2', 'stim4', 'stim1', 'stim6', 'stim7', 'stim5']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
pigeon,elephant,lizard,bat,snake,bluebird,goat,hog,monkey,"['stim5', 'stim3', 'stim2', 'stim6', 'stim7', 'stim8', 'stim4', 'stim1']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
butterfly,giraffe,goat,dolphin,ladybug,elephant,duck,hog,bluebird,"['stim4', 'stim8', 'stim6', 'stim7', 'stim2', 'stim1', 'stim5', 'stim3']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
sparrow,monkey,lizard,ant,snail,bluebird,rat,horse,eagle,"['stim5', 'stim8', 'stim6', 'stim3', 'stim2', 'stim4', 'stim7', 'stim1']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
sheep,dog,horse,goat,turkey,dolphin,rat,fox,hog,"['stim3', 'stim8', 'stim1', 'stim2', 'stim7', 'stim6', 'stim5', 'stim4']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
eagle,elephant,snake,dog,fox,horse,ant,ladybug,owl,"['stim8', 'stim7', 'stim3', 'stim4', 'stim5', 'stim6', 'stim1', 'stim2']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
butterfly,rat,pigeon,goldfish,ant,spider,dog,mouse,bear,"['stim4', 'stim2', 'stim7', 'stim1', 'stim5', 'stim3', 'stim6', 'stim8']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
sheep,ant,goldfish,elephant,cow,duck,butterfly,bat,bluebird,"['stim4', 'stim3', 'stim7', 'stim5', 'stim1', 'stim8', 'stim6', 'stim2']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
monkey,bluebird,whale,snail,sheep,eagle,butterfly,spider,pigeon,"['stim4', 'stim2', 'stim5', 'stim8', 'stim1', 'stim7', 'stim6', 'stim3']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
bluebird,crocodile,butterfly,mouse,sparrow,goat,turkey,sheep,goldfish,"['stim4', 'stim2', 'stim3', 'stim7', 'stim5', 'stim8', 'stim6', 'stim1']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
eagle,cat,duck,goat,pigeon,mouse,whale,hog,butterfly,"['stim4', 'stim2', 'stim8', 'stim7', 'stim3', 'stim1', 'stim5', 'stim6']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
rat,lizard,duck,fox,tiger,bluebird,dog,sparrow,crocodile,"['stim6', 'stim3', 'stim4', 'stim1', 'stim5', 'stim7', 'stim2', 'stim8']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
horse,duck,sheep,goldfish,turkey,ant,butterfly,hog,spider,"['stim7', 'stim2', 'stim4', 'stim1', 'stim3', 'stim5', 'stim8', 'stim6']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
pigeon,sheep,giraffe,frog,crocodile,bear,ladybug,whale,fox,"['stim6', 'stim3', 'stim1', 'stim5', 'stim8', 'stim2', 'stim4', 'stim7']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
bluebird,snail,giraffe,goat,duck,ant,ladybug,eagle,mouse,"['stim7', 'stim6', 'stim8', 'stim4', 'stim5', 'stim3', 'stim1', 'stim2']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
monkey,elephant,lizard,goat,mouse,giraffe,goldfish,turkey,fox,"['stim1', 'stim3', 'stim5', 'stim8', 'stim4', 'stim7', 'stim2', 'stim6']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
turkey,monkey,horse,ant,eagle,tiger,bat,ladybug,duck,"['stim8', 'stim4', 'stim1', 'stim2', 'stim6', 'stim7', 'stim3', 'stim5']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
whale,horse,fox,cat,eagle,sheep,rat,ant,dolphin,"['stim8', 'stim1', 'stim5', 'stim2', 'stim3', 'stim4', 'stim6', 'stim7']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
ladybug,sheep,rat,snail,cow,snake,turkey,monkey,pigeon,"['stim3', 'stim2', 'stim8', 'stim6', 'stim5', 'stim1', 'stim7', 'stim4']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
goat,crocodile,butterfly,turtle,bear,snake,cat,shark,bluebird,"['stim6', 'stim4', 'stim1', 'stim3', 'stim8', 'stim5', 'stim2', 'stim7']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
pigeon,crocodile,mouse,owl,elephant,turkey,bluebird,shark,bear,"['stim6', 'stim3', 'stim5', 'stim2', 'stim8', 'stim1', 'stim4', 'stim7']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
tiger,horse,turkey,bear,rat,hog,goldfish,monkey,giraffe,"['stim1', 'stim3', 'stim8', 'stim7', 'stim5', 'stim4', 'stim2', 'stim6']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
sheep,crocodile,pigeon,ladybug,cow,bat,sparrow,bear,snail,"['stim4', 'stim7', 'stim5', 'stim1', 'stim2', 'stim6', 'stim3', 'stim8']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
crocodile,rat,snail,horse,bluebird,giraffe,snake,owl,ant,"['stim1', 'stim3', 'stim6', 'stim2', 'stim5', 'stim8', 'stim4', 'stim7']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
turtle,whale,pigeon,goldfish,duck,lizard,sheep,cat,rat,"['stim5', 'stim1', 'stim4', 'stim8', 'stim2', 'stim6', 'stim7', 'stim3']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
turkey,turtle,ant,shark,cat,giraffe,bat,bluebird,pigeon,"['stim8', 'stim7', 'stim6', 'stim4', 'stim1', 'stim5', 'stim2', 'stim3']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
turkey,butterfly,owl,sparrow,dolphin,dog,lizard,cow,goat,"['stim2', 'stim3', 'stim8', 'stim7', 'stim5', 'stim1', 'stim6', 'stim4']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
fox,duck,snail,butterfly,owl,turkey,crocodile,shark,spider,"['stim6', 'stim5', 'stim7', 'stim1', 'stim4', 'stim8', 'stim2', 'stim3']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
duck,monkey,cat,elephant,dolphin,fox,goat,rat,snail,"['stim6', 'stim2', 'stim3', 'stim4', 'stim5', 'stim7', 'stim1', 'stim8']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
dolphin,owl,pigeon,elephant,eagle,butterfly,monkey,lizard,whale,"['stim8', 'stim6', 'stim3', 'stim7', 'stim2', 'stim4', 'stim1', 'stim5']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
whale,eagle,sheep,goat,goldfish,bear,monkey,ladybug,crocodile,"['stim4', 'stim5', 'stim6', 'stim8', 'stim2', 'stim3', 'stim1', 'stim7']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
cow,monkey,ant,fox,dog,tiger,dolphin,eagle,bear,"['stim4', 'stim3', 'stim1', 'stim8', 'stim5', 'stim6', 'stim7', 'stim2']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
dolphin,bear,fox,tiger,bat,goat,turtle,sheep,ladybug,"['stim1', 'stim5', 'stim2', 'stim3', 'stim7', 'stim6', 'stim4', 'stim8']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
pigeon,duck,monkey,bat,dog,butterfly,sparrow,ant,dolphin,"['stim6', 'stim1', 'stim3', 'stim5', 'stim7', 'stim4', 'stim2', 'stim8']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
butterfly,monkey,whale,crocodile,bat,shark,lizard,turtle,turkey,"['stim4', 'stim6', 'stim8', 'stim7', 'stim3', 'stim1', 'stim2', 'stim5']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
giraffe,sparrow,frog,butterfly,dolphin,horse,bluebird,rat,fox,"['stim5', 'stim8', 'stim4', 'stim7', 'stim2', 'stim1', 'stim6', 'stim3']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
horse,shark,dog,mouse,duck,tiger,lizard,frog,butterfly,"['stim2', 'stim5', 'stim3', 'stim6', 'stim4', 'stim7', 'stim1', 'stim8']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
bluebird,goldfish,fox,crocodile,frog,bat,turtle,hog,dolphin,"['stim5', 'stim6', 'stim4', 'stim1', 'stim7', 'stim2', 'stim3', 'stim8']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
bat,eagle,cat,monkey,owl,ant,cow,elephant,pigeon,"['stim8', 'stim2', 'stim6', 'stim3', 'stim4', 'stim1', 'stim7', 'stim5']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
duck,fox,snake,hog,ladybug,dog,sparrow,shark,monkey,"['stim6', 'stim4', 'stim3', 'stim5', 'stim1', 'stim8', 'stim2', 'stim7']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
bat,bear,spider,goat,sparrow,dolphin,rat,lizard,goldfish,"['stim6', 'stim4', 'stim7', 'stim8', 'stim3', 'stim1', 'stim5', 'stim2']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
dolphin,crocodile,bat,hog,mouse,snail,ladybug,giraffe,rat,"['stim7', 'stim3', 'stim1', 'stim4', 'stim8', 'stim2', 'stim5', 'stim6']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
goldfish,snake,frog,snail,shark,eagle,ladybug,turkey,dolphin,"['stim4', 'stim2', 'stim3', 'stim6', 'stim1', 'stim8', 'stim5', 'stim7']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
eagle,lizard,goldfish,monkey,dog,shark,turtle,frog,ladybug,"['stim8', 'stim4', 'stim3', 'stim6', 'stim7', 'stim1', 'stim2', 'stim5']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
cat,whale,pigeon,bat,lizard,bluebird,ladybug,rat,owl,"['stim7', 'stim3', 'stim1', 'stim4', 'stim2', 'stim8', 'stim5', 'stim6']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
hog,goat,duck,lizard,dolphin,whale,pigeon,horse,frog,"['stim1', 'stim7', 'stim4', 'stim5', 'stim3', 'stim8', 'stim2', 'stim6']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
dolphin,eagle,turkey,cat,snail,hog,pigeon,goldfish,dog,"['stim7', 'stim8', 'stim3', 'stim5', 'stim2', 'stim4', 'stim1', 'stim6']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
cow,ant,butterfly,cat,giraffe,horse,bear,hog,owl,"['stim5', 'stim7', 'stim4', 'stim6', 'stim3', 'stim1', 'stim2', 'stim8']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
pigeon,spider,ladybug,turtle,tiger,horse,eagle,snail,whale,"['stim6', 'stim2', 'stim3', 'stim1', 'stim7', 'stim5', 'stim4', 'stim8']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
bear,cat,pigeon,sparrow,horse,owl,lizard,giraffe,ant,"['stim4', 'stim7', 'stim1', 'stim6', 'stim2', 'stim8', 'stim5', 'stim3']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
ladybug,whale,eagle,spider,duck,bear,tiger,goat,elephant,"['stim3', 'stim2', 'stim7', 'stim4', 'stim8', 'stim1', 'stim6', 'stim5']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
horse,rat,owl,cat,dolphin,turtle,ladybug,pigeon,snail,"['stim4', 'stim3', 'stim1', 'stim5', 'stim6', 'stim2', 'stim7', 'stim8']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
goldfish,goat,duck,pigeon,dog,cow,giraffe,tiger,lizard,"['stim8', 'stim3', 'stim2', 'stim4', 'stim1', 'stim5', 'stim6', 'stim7']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
tiger,monkey,dolphin,ladybug,sparrow,giraffe,sheep,cow,elephant,"['stim8', 'stim5', 'stim7', 'stim1', 'stim6', 'stim2', 'stim3', 'stim4']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
cow,giraffe,elephant,turtle,bluebird,crocodile,whale,owl,mouse,"['stim2', 'stim1', 'stim8', 'stim5', 'stim6', 'stim3', 'stim7', 'stim4']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
crocodile,ladybug,goat,cow,pigeon,turkey,dolphin,goldfish,sheep,"['stim6', 'stim7', 'stim1', 'stim5', 'stim2', 'stim8', 'stim3', 'stim4']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
dog,lizard,giraffe,frog,bear,bluebird,elephant,butterfly,eagle,"['stim2', 'stim6', 'stim4', 'stim3', 'stim1', 'stim8', 'stim5', 'stim7']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
hog,snail,sparrow,owl,elephant,mouse,bear,bluebird,cat,"['stim8', 'stim4', 'stim5', 'stim6', 'stim2', 'stim3', 'stim7', 'stim1']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
lizard,rat,dog,elephant,goldfish,spider,ant,giraffe,fox,"['stim1', 'stim3', 'stim6', 'stim5', 'stim4', 'stim2', 'stim8', 'stim7']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
dog,dolphin,mouse,ant,cat,turtle,pigeon,shark,monkey,"['stim4', 'stim8', 'stim1', 'stim2', 'stim5', 'stim3', 'stim6', 'stim7']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
tiger,fox,eagle,turtle,goat,lizard,ant,pigeon,snake,"['stim1', 'stim4', 'stim5', 'stim8', 'stim3', 'stim2', 'stim7', 'stim6']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
snake,goat,tiger,duck,frog,dog,goldfish,owl,bat,"['stim4', 'stim6', 'stim8', 'stim5', 'stim1', 'stim3', 'stim2', 'stim7']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
turtle,bluebird,goat,cow,turkey,elephant,giraffe,shark,crocodile,"['stim8', 'stim5', 'stim2', 'stim3', 'stim4', 'stim6', 'stim7', 'stim1']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
bear,goat,spider,snake,cow,bat,whale,shark,fox,"['stim4', 'stim6', 'stim8', 'stim1', 'stim5', 'stim7', 'stim2', 'stim3']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
cat,sheep,elephant,dog,goat,fox,monkey,turtle,horse,"['stim3', 'stim4', 'stim1', 'stim5', 'stim8', 'stim6', 'stim2', 'stim7']",S4,8,2021_Jul_07_1417,word_exp,2020.1.0,60.01952724
