text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,stim1.started,stim1.stopped,stim2.started,stim2.stopped,stim3.started,stim3.stopped,stim4.started,stim4.stopped,stim5.started,stim5.stopped,stim6.started,stim6.stopped,stim7.started,stim7.stopped,stim8.started,stim8.stopped,stim_ref.started,stim_ref.stopped,participant,session,date,expName,psychopyVersion,frameRate,
23.39742853003554,None,space,7.638185775023885,23.39742853003554,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1,1,2022_Jan_30_1315,word_exp,2020.1.0,None,
,,,,,,"[-0.25222222222222224, 0.23222222222222222, 0.2733333333333333, 0.0044444444444444444, -0.33111111111111113, 0.39111111111111113, -0.23, -0.021111111111111112]","[-0.28, 0.2544444444444444, -0.27, -0.37555555555555553, -0.005555555555555556, -0.01, 0.2544444444444444, 0.36]",1,0,0,6.918818720034324,stim6,0.004552437050733715,None,31.27305278199492,None,31.27305278199492,None,31.27305278199492,None,31.27305278199492,None,31.27305278199492,None,31.27305278199492,None,31.27305278199492,None,31.27305278199492,None,31.27305278199492,None,S1,1,2022_Jan_30_1315,word_exp,2020.1.0,None,
,,,,,,"[0.2722222222222222, 0.0022222222222222222, -0.36444444444444446, 0.015555555555555555, -0.27, 0.29888888888888887, -0.2577777777777778, 0.36777777777777776]","[-0.27, 0.36, 0.0033333333333333335, -0.38555555555555554, 0.25, 0.25222222222222224, -0.28444444444444444, -0.017777777777777778]",1,0,0,3.076883074012585,stim8,0.010703975392971188,None,54.35415406699758,None,54.35415406699758,None,54.35415406699758,None,54.35415406699758,None,54.35415406699758,None,54.35415406699758,None,54.35415406699758,None,54.35415406699758,None,54.35415406699758,None,S1,1,2022_Jan_30_1315,word_exp,2020.1.0,None,
,,,,,,"[-0.21666666666666667, 0.005555555555555556, 0.2588888888888889, 0.3933333333333333, 0.0033333333333333335, -0.36666666666666664, -0.2388888888888889, 0.31444444444444447]","[-0.2833333333333333, -0.39, -0.2777777777777778, -0.014444444444444444, 0.3622222222222222, -0.011111111111111112, 0.2644444444444444, 0.2633333333333333]",1,0,0,4.043424319010228,stim6,0.00973634939873591,None,70.33924610103713,None,70.33924610103713,None,70.33924610103713,None,70.33924610103713,None,70.33924610103713,None,70.33924610103713,None,70.33924610103713,None,70.33924610103713,None,70.33924610103713,None,S1,1,2022_Jan_30_1315,word_exp,2020.1.0,None,
