text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,text_6.started,text_6.stopped,text_7.started,text_7.stopped,text_8.started,text_8.stopped,text_9.started,text_9.stopped,text_ref.started,text_ref.stopped,participant,session,date,expName,psychopyVersion,frameRate
29.29052402,None,space,51.15331961,29.29052402,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1,1,2020_May_02_1157,word_exp,2020.1.0,None
,,,,,,80.53000238,None,80.53000238,None,0.364444444,-0.003333333,1,0,0,19.0097282,stim1,0.002649767,None,80.53000238,None,80.53000238,None,80.53000238,None,80.53000238,None,80.53000238,None,80.53000238,None,80.53000238,None,S1,1,2020_May_02_1157,word_exp,2020.1.0,None
,,,,,,133.2204939,None,133.2204939,None,0.252222222,-0.277777778,1,0,0,5.477497573,stim8,0.006819677,None,133.2204939,None,133.2204939,None,133.2204939,None,133.2204939,None,133.2204939,None,133.2204939,None,133.2204939,None,S1,1,2020_May_02_1157,word_exp,2020.1.0,None
,,,,,,159.6187232,None,159.6187232,None,0.004444444,-0.39,1,0,0,9.631913007,stim7,0.005690217,None,159.6187232,None,159.6187232,None,159.6187232,None,159.6187232,None,159.6187232,None,159.6187232,None,159.6187232,None,S1,1,2020_May_02_1157,word_exp,2020.1.0,None
,,,,,,193.3870851,None,193.3870851,None,0.226666667,-0.264444444,1,0,0,6.003184855,stim8,0.006703463,None,193.3870851,None,193.3870851,None,193.3870851,None,193.3870851,None,193.3870851,None,193.3870851,None,193.3870851,None,S1,1,2020_May_02_1157,word_exp,2020.1.0,None
,,,,,,219.448925,None,219.448925,None,-0.024444444,0.367777778,1,0,0,5.496869224,stim3,0.006105807,None,219.448925,None,219.448925,None,219.448925,None,219.448925,None,219.448925,None,219.448925,None,219.448925,None,S1,1,2020_May_02_1157,word_exp,2020.1.0,None
,,,,,,242.0733864,None,242.0733864,None,0.277777778,-0.272222222,1,0,0,4.455206911,stim8,0.009314992,None,242.0733864,None,242.0733864,None,242.0733864,None,242.0733864,None,242.0733864,None,242.0733864,None,242.0733864,None,S1,1,2020_May_02_1157,word_exp,2020.1.0,None
,,,,,,262.8343817,None,262.8343817,None,-0.396666667,0.002222222,1,0,0,2.70463369,stim5,0.005837965,None,262.8343817,None,262.8343817,None,262.8343817,None,262.8343817,None,262.8343817,None,262.8343817,None,262.8343817,None,S1,1,2020_May_02_1157,word_exp,2020.1.0,None
,,,,,,292.5810534,None,292.5810534,None,0.365555556,-0.007777778,1,0,0,8.061591597,stim1,0.008947359,None,292.5810534,None,292.5810534,None,292.5810534,None,292.5810534,None,292.5810534,None,292.5810534,None,292.5810534,None,S1,1,2020_May_02_1157,word_exp,2020.1.0,None
,,,,,,327.4664165,None,327.4664165,None,0.273333333,0.266666667,1,0,0,5.857200843,stim2,0.010722161,None,327.4664165,None,327.4664165,None,327.4664165,None,327.4664165,None,327.4664165,None,327.4664165,None,327.4664165,None,S1,1,2020_May_02_1157,word_exp,2020.1.0,None
