ref,stim1,stim2,stim3,stim4,stim5,stim6,stim7,stim8,clicks,participant,session,date,expName,psychopyVersion,frameRate
whale,eagle,crocodile,monkey,bear,goldfish,sheep,goat,ladybug,"['stim2', 'stim4', 'stim6', 'stim7', 'stim3', 'stim1', 'stim5', 'stim8']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
sparrow,pigeon,turkey,goat,turtle,dog,cat,hog,shark,"['stim1', 'stim2', 'stim4', 'stim6', 'stim5', 'stim3', 'stim7', 'stim8']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
duck,eagle,goldfish,turkey,lizard,ant,sheep,horse,butterfly,"['stim3', 'stim1', 'stim8', 'stim6', 'stim7', 'stim4', 'stim2', 'stim5']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
rat,butterfly,ant,bear,snail,giraffe,elephant,pigeon,snake,"['stim7', 'stim8', 'stim5', 'stim6', 'stim3', 'stim4', 'stim1', 'stim2']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
crocodile,dog,fox,horse,turtle,hog,snake,spider,shark,"['stim4', 'stim6', 'stim8', 'stim3', 'stim5', 'stim2', 'stim1', 'stim7']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
eagle,cat,butterfly,whale,mouse,pigeon,duck,goat,hog,"['stim6', 'stim5', 'stim2', 'stim4', 'stim1', 'stim7', 'stim8', 'stim3']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
horse,turkey,crocodile,sheep,turtle,giraffe,goat,owl,bluebird,"['stim5', 'stim2', 'stim3', 'stim6', 'stim1', 'stim7', 'stim8', 'stim4']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
hog,goat,frog,pigeon,whale,dolphin,duck,lizard,horse,"['stim1', 'stim8', 'stim6', 'stim3', 'stim7', 'stim2', 'stim5', 'stim4']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
goat,crocodile,bluebird,cat,snake,bear,butterfly,turtle,shark,"['stim5', 'stim3', 'stim4', 'stim2', 'stim7', 'stim6', 'stim8', 'stim1']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
ladybug,shark,dolphin,hog,duck,mouse,eagle,fox,cat,"['stim5', 'stim4', 'stim6', 'stim8', 'stim7', 'stim3', 'stim2', 'stim1']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
duck,fox,monkey,sparrow,dog,ladybug,snake,hog,shark,"['stim3', 'stim5', 'stim4', 'stim1', 'stim2', 'stim7', 'stim6', 'stim8']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
snail,frog,butterfly,bluebird,goat,hog,shark,crocodile,giraffe,"['stim1', 'stim7', 'stim2', 'stim3', 'stim4', 'stim5', 'stim6', 'stim8']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
bear,duck,turkey,mouse,bluebird,turtle,hog,sheep,dolphin,"['stim8', 'stim7', 'stim6', 'stim2', 'stim1', 'stim4', 'stim3', 'stim5']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
cat,bat,bluebird,snail,giraffe,turkey,ant,tiger,hog,"['stim7', 'stim1', 'stim5', 'stim2', 'stim8', 'stim3', 'stim4', 'stim6']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
rat,snake,spider,sheep,butterfly,goat,cat,shark,turkey,"['stim4', 'stim2', 'stim8', 'stim6', 'stim5', 'stim3', 'stim1', 'stim7']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
dolphin,eagle,dog,pigeon,hog,snail,turkey,cat,goldfish,"['stim8', 'stim4', 'stim2', 'stim7', 'stim6', 'stim1', 'stim3', 'stim5']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
goat,tiger,turkey,owl,bat,sparrow,frog,monkey,goldfish,"['stim7', 'stim1', 'stim3', 'stim4', 'stim2', 'stim5', 'stim6', 'stim8']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
goldfish,snake,dolphin,ladybug,eagle,shark,frog,snail,turkey,"['stim2', 'stim5', 'stim1', 'stim6', 'stim7', 'stim3', 'stim8', 'stim4']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
eagle,mouse,rat,giraffe,crocodile,dolphin,sheep,pigeon,bear,"['stim7', 'stim1', 'stim2', 'stim6', 'stim5', 'stim8', 'stim3', 'stim4']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
tiger,fox,snake,ant,lizard,goat,eagle,turtle,pigeon,"['stim5', 'stim1', 'stim6', 'stim8', 'stim2', 'stim4', 'stim7', 'stim3']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
mouse,frog,snake,rat,goldfish,dolphin,cow,whale,giraffe,"['stim3', 'stim4', 'stim1', 'stim2', 'stim6', 'stim5', 'stim8', 'stim7']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
frog,dog,snail,cow,hog,tiger,owl,snake,cat,"['stim7', 'stim2', 'stim8', 'stim1', 'stim6', 'stim4', 'stim3', 'stim5']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
elephant,frog,dolphin,bear,pigeon,horse,crocodile,sheep,turtle,"['stim6', 'stim2', 'stim5', 'stim3', 'stim7', 'stim4', 'stim1', 'stim8']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
giraffe,bat,duck,crocodile,pigeon,monkey,goat,turkey,ladybug,"['stim3', 'stim5', 'stim6', 'stim2', 'stim7', 'stim4', 'stim1', 'stim8']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
hog,butterfly,monkey,duck,sheep,rat,pigeon,shark,tiger,"['stim4', 'stim2', 'stim8', 'stim7', 'stim3', 'stim6', 'stim5', 'stim1']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
ladybug,whale,elephant,tiger,bear,duck,eagle,spider,goat,"['stim7', 'stim5', 'stim6', 'stim8', 'stim4', 'stim3', 'stim2', 'stim1']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
elephant,shark,monkey,bat,snail,turkey,cat,tiger,butterfly,"['stim1', 'stim7', 'stim2', 'stim6', 'stim5', 'stim3', 'stim4', 'stim8']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
snail,monkey,pigeon,duck,cat,turkey,fox,ladybug,sparrow,"['stim7', 'stim8', 'stim2', 'stim3', 'stim4', 'stim5', 'stim6', 'stim1']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
bluebird,snail,mouse,ladybug,ant,duck,giraffe,goat,eagle,"['stim5', 'stim8', 'stim3', 'stim2', 'stim4', 'stim1', 'stim7', 'stim6']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
crocodile,ladybug,sheep,dolphin,turkey,pigeon,goat,cow,goldfish,"['stim3', 'stim7', 'stim2', 'stim6', 'stim4', 'stim5', 'stim8', 'stim1']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
cat,cow,sheep,dolphin,snake,dog,butterfly,snail,hog,"['stim5', 'stim2', 'stim8', 'stim1', 'stim4', 'stim3', 'stim6', 'stim7']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
pigeon,spider,whale,eagle,horse,tiger,ladybug,turtle,snail,"['stim3', 'stim7', 'stim6', 'stim8', 'stim1', 'stim5', 'stim4', 'stim2']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
goldfish,crocodile,bat,sheep,sparrow,snake,snail,horse,bluebird,"['stim6', 'stim1', 'stim5', 'stim8', 'stim4', 'stim2', 'stim3', 'stim7']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
ladybug,sheep,pigeon,turkey,snake,cow,rat,snail,monkey,"['stim7', 'stim6', 'stim2', 'stim4', 'stim3', 'stim1', 'stim8', 'stim5']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
turtle,dolphin,mouse,tiger,bat,monkey,ladybug,fox,frog,"['stim8', 'stim2', 'stim6', 'stim4', 'stim7', 'stim5', 'stim3', 'stim1']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
eagle,turkey,cow,sparrow,cat,hog,turtle,snail,frog,"['stim1', 'stim3', 'stim4', 'stim5', 'stim2', 'stim6', 'stim8', 'stim7']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
owl,frog,mouse,elephant,sparrow,turkey,cow,eagle,ant,"['stim7', 'stim5', 'stim4', 'stim2', 'stim6', 'stim3', 'stim1', 'stim8']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
owl,hog,whale,bat,horse,fox,duck,snake,goat,"['stim6', 'stim3', 'stim5', 'stim8', 'stim1', 'stim7', 'stim4', 'stim2']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
horse,duck,spider,butterfly,ant,turkey,sheep,goldfish,hog,"['stim6', 'stim8', 'stim1', 'stim5', 'stim2', 'stim3', 'stim4', 'stim7']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
elephant,goldfish,cow,spider,horse,snake,duck,pigeon,fox,"['stim4', 'stim2', 'stim8', 'stim6', 'stim7', 'stim5', 'stim3', 'stim1']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
crocodile,turkey,cow,duck,bear,tiger,butterfly,frog,sparrow,"['stim7', 'stim5', 'stim4', 'stim2', 'stim1', 'stim3', 'stim8', 'stim6']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
duck,dog,cow,spider,crocodile,mouse,giraffe,turtle,shark,"['stim1', 'stim5', 'stim7', 'stim2', 'stim4', 'stim8', 'stim6', 'stim3']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
turkey,butterfly,goat,lizard,dog,dolphin,owl,sparrow,cow,"['stim6', 'stim7', 'stim1', 'stim4', 'stim2', 'stim8', 'stim5', 'stim3']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
tiger,horse,giraffe,goldfish,hog,rat,turkey,bear,monkey,"['stim7', 'stim1', 'stim2', 'stim4', 'stim8', 'stim6', 'stim5', 'stim3']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
owl,rat,lizard,spider,cat,turtle,dog,crocodile,giraffe,"['stim1', 'stim4', 'stim6', 'stim5', 'stim2', 'stim8', 'stim7', 'stim3']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
snake,spider,pigeon,mouse,bluebird,ant,rat,goldfish,goat,"['stim7', 'stim6', 'stim2', 'stim3', 'stim4', 'stim1', 'stim8', 'stim5']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
eagle,elephant,owl,ant,horse,fox,snake,dog,ladybug,"['stim2', 'stim5', 'stim7', 'stim6', 'stim4', 'stim1', 'stim8', 'stim3']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
cat,frog,lizard,goldfish,duck,crocodile,mouse,ladybug,sparrow,"['stim4', 'stim6', 'stim8', 'stim2', 'stim1', 'stim3', 'stim7', 'stim5']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
fox,ladybug,dolphin,bat,ant,goat,turtle,cat,lizard,"['stim5', 'stim7', 'stim3', 'stim6', 'stim8', 'stim2', 'stim1', 'stim4']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
dolphin,tiger,ant,turtle,bluebird,cow,frog,duck,spider,"['stim1', 'stim5', 'stim3', 'stim6', 'stim7', 'stim4', 'stim8', 'stim2']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
turkey,butterfly,snail,cat,sheep,owl,giraffe,snake,mouse,"['stim5', 'stim1', 'stim3', 'stim4', 'stim7', 'stim6', 'stim8', 'stim2']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
shark,crocodile,mouse,butterfly,giraffe,bat,sparrow,monkey,fox,"['stim1', 'stim4', 'stim7', 'stim2', 'stim8', 'stim5', 'stim6', 'stim3']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
duck,cow,turtle,frog,lizard,turkey,bear,tiger,pigeon,"['stim5', 'stim8', 'stim3', 'stim4', 'stim1', 'stim6', 'stim7', 'stim2']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
whale,spider,mouse,turkey,dog,owl,hog,shark,turtle,"['stim7', 'stim6', 'stim4', 'stim5', 'stim3', 'stim2', 'stim8', 'stim1']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
owl,tiger,fox,shark,crocodile,horse,turtle,pigeon,bluebird,"['stim7', 'stim8', 'stim2', 'stim1', 'stim5', 'stim4', 'stim3', 'stim6']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
goldfish,goat,lizard,giraffe,cow,dog,duck,pigeon,tiger,"['stim2', 'stim7', 'stim6', 'stim5', 'stim1', 'stim8', 'stim4', 'stim3']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
pigeon,duck,dolphin,sparrow,butterfly,dog,monkey,bat,ant,"['stim1', 'stim3', 'stim7', 'stim4', 'stim5', 'stim6', 'stim2', 'stim8']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
bluebird,crocodile,goldfish,turkey,goat,sparrow,butterfly,mouse,sheep,"['stim5', 'stim3', 'stim6', 'stim7', 'stim8', 'stim4', 'stim1', 'stim2']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
tiger,frog,bluebird,bear,duck,butterfly,owl,turkey,spider,"['stim3', 'stim7', 'stim6', 'stim4', 'stim2', 'stim1', 'stim5', 'stim8']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
dog,spider,snake,duck,sheep,crocodile,snail,horse,turkey,"['stim8', 'stim3', 'stim4', 'stim7', 'stim5', 'stim2', 'stim1', 'stim6']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
fox,bear,dolphin,tiger,giraffe,bluebird,goat,goldfish,pigeon,"['stim6', 'stim1', 'stim3', 'stim4', 'stim2', 'stim8', 'stim5', 'stim7']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
monkey,dog,horse,bat,turtle,ant,dolphin,crocodile,duck,"['stim1', 'stim2', 'stim6', 'stim7', 'stim8', 'stim3', 'stim4', 'stim5']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
bear,frog,cat,bat,pigeon,butterfly,snail,goat,goldfish,"['stim7', 'stim2', 'stim4', 'stim3', 'stim1', 'stim6', 'stim8', 'stim5']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
ladybug,cat,owl,bat,bluebird,shark,lizard,ant,goldfish,"['stim7', 'stim8', 'stim6', 'stim3', 'stim1', 'stim4', 'stim2', 'stim5']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
crocodile,lizard,whale,elephant,giraffe,cat,rat,sparrow,duck,"['stim1', 'stim4', 'stim3', 'stim2', 'stim8', 'stim7', 'stim5', 'stim6']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
frog,turtle,pigeon,ant,giraffe,whale,horse,dolphin,duck,"['stim1', 'stim2', 'stim8', 'stim6', 'stim7', 'stim4', 'stim5', 'stim3']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
bear,elephant,turtle,eagle,crocodile,cow,shark,dog,duck,"['stim6', 'stim5', 'stim1', 'stim4', 'stim7', 'stim8', 'stim3', 'stim2']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
bear,horse,turkey,giraffe,monkey,tiger,rat,hog,ladybug,"['stim1', 'stim5', 'stim3', 'stim7', 'stim4', 'stim2', 'stim6', 'stim8']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
cat,whale,owl,ladybug,bluebird,lizard,pigeon,bat,rat,"['stim8', 'stim7', 'stim6', 'stim2', 'stim4', 'stim5', 'stim1', 'stim3']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
mouse,turkey,giraffe,bat,ant,elephant,frog,dog,spider,"['stim3', 'stim6', 'stim1', 'stim7', 'stim2', 'stim5', 'stim8', 'stim4']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
butterfly,eagle,mouse,duck,fox,goldfish,frog,ladybug,cow,"['stim7', 'stim1', 'stim5', 'stim6', 'stim2', 'stim3', 'stim4', 'stim8']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
hog,spider,dog,bluebird,elephant,cow,snake,crocodile,ant,"['stim5', 'stim7', 'stim2', 'stim4', 'stim6', 'stim3', 'stim1', 'stim8']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
sheep,ant,bluebird,butterfly,duck,cow,goldfish,elephant,bat,"['stim5', 'stim7', 'stim4', 'stim2', 'stim8', 'stim3', 'stim6', 'stim1']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
butterfly,monkey,turkey,lizard,shark,bat,whale,crocodile,turtle,"['stim8', 'stim5', 'stim3', 'stim2', 'stim1', 'stim7', 'stim4', 'stim6']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
whale,hog,bluebird,bat,spider,giraffe,tiger,pigeon,snail,"['stim5', 'stim6', 'stim1', 'stim7', 'stim3', 'stim2', 'stim8', 'stim4']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
butterfly,bear,snail,crocodile,sheep,ant,owl,turkey,tiger,"['stim5', 'stim2', 'stim6', 'stim7', 'stim4', 'stim8', 'stim1', 'stim3']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
sheep,snake,hog,turtle,frog,dolphin,monkey,spider,owl,"['stim2', 'stim6', 'stim5', 'stim8', 'stim1', 'stim4', 'stim3', 'stim7']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
mouse,dolphin,monkey,fox,snake,owl,bluebird,sheep,turtle,"['stim8', 'stim5', 'stim4', 'stim6', 'stim3', 'stim7', 'stim2', 'stim1']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
monkey,fox,tiger,shark,ant,rat,giraffe,cow,duck,"['stim2', 'stim7', 'stim6', 'stim3', 'stim1', 'stim5', 'stim8', 'stim4']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
whale,horse,dolphin,rat,sheep,eagle,fox,cat,ant,"['stim2', 'stim1', 'stim4', 'stim6', 'stim7', 'stim5', 'stim3', 'stim8']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
spider,whale,butterfly,bear,shark,pigeon,eagle,crocodile,goldfish,"['stim2', 'stim8', 'stim5', 'stim6', 'stim7', 'stim3', 'stim4', 'stim1']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
dog,snail,shark,horse,sparrow,goldfish,rat,fox,turtle,"['stim7', 'stim3', 'stim2', 'stim4', 'stim1', 'stim6', 'stim8', 'stim5']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
lizard,duck,mouse,bluebird,sheep,snake,frog,butterfly,monkey,"['stim6', 'stim5', 'stim2', 'stim3', 'stim1', 'stim4', 'stim8', 'stim7']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
bat,goldfish,giraffe,dog,frog,spider,shark,whale,hog,"['stim4', 'stim3', 'stim8', 'stim6', 'stim2', 'stim7', 'stim5', 'stim1']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
sparrow,whale,spider,rat,pigeon,turtle,mouse,elephant,horse,"['stim4', 'stim6', 'stim3', 'stim5', 'stim2', 'stim8', 'stim7', 'stim1']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
owl,dolphin,frog,butterfly,dog,bear,eagle,monkey,rat,"['stim6', 'stim3', 'stim8', 'stim4', 'stim7', 'stim5', 'stim1', 'stim2']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
monkey,dog,cat,sheep,snake,frog,owl,horse,pigeon,"['stim1', 'stim3', 'stim7', 'stim2', 'stim6', 'stim8', 'stim4', 'stim5']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
shark,cat,sheep,spider,frog,owl,pigeon,whale,rat,"['stim7', 'stim2', 'stim1', 'stim8', 'stim5', 'stim6', 'stim3', 'stim4']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
turtle,cow,ant,cat,snake,elephant,snail,duck,sparrow,"['stim6', 'stim4', 'stim2', 'stim8', 'stim7', 'stim3', 'stim1', 'stim5']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
sheep,snake,cat,mouse,shark,owl,tiger,elephant,bluebird,"['stim6', 'stim7', 'stim2', 'stim4', 'stim1', 'stim5', 'stim3', 'stim8']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
dolphin,crocodile,rat,ladybug,snail,mouse,bat,hog,giraffe,"['stim1', 'stim7', 'stim8', 'stim2', 'stim6', 'stim5', 'stim4', 'stim3']",S1,6,2020_May_27_1204,word_exp,2020.1.0,None
