ref,stim1,stim2,stim3,stim4,stim5,stim6,stim7,stim8,clicks,participant,session,date,expName,psychopyVersion,frameRate
pigeon,elephant,monkey,goat,bluebird,snake,lizard,bat,hog,"['stim4', 'stim7', 'stim2', 'stim6', 'stim8', 'stim3', 'stim1', 'stim5']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
whale,spider,mouse,turkey,dog,owl,hog,shark,turtle,"['stim7', 'stim8', 'stim6', 'stim3', 'stim5', 'stim4', 'stim2', 'stim1']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
monkey,goat,bear,ladybug,sparrow,whale,lizard,snail,hog,"['stim1', 'stim8', 'stim2', 'stim5', 'stim6', 'stim3', 'stim4', 'stim7']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
shark,dog,monkey,whale,bear,goat,turkey,sparrow,cat,"['stim3', 'stim4', 'stim1', 'stim5', 'stim6', 'stim2', 'stim7', 'stim8']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
turkey,turtle,pigeon,bat,giraffe,cat,ant,shark,bluebird,"['stim2', 'stim8', 'stim3', 'stim1', 'stim5', 'stim6', 'stim4', 'stim7']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
turkey,elephant,lizard,goldfish,bear,crocodile,fox,hog,cow,"['stim7', 'stim2', 'stim8', 'stim4', 'stim6', 'stim5', 'stim1', 'stim3']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
bat,bear,goldfish,rat,dolphin,sparrow,spider,goat,lizard,"['stim5', 'stim6', 'stim3', 'stim7', 'stim1', 'stim8', 'stim2', 'stim4']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
dog,snail,shark,horse,sparrow,goldfish,rat,fox,turtle,"['stim7', 'stim6', 'stim3', 'stim8', 'stim5', 'stim1', 'stim4', 'stim2']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
bear,elephant,turtle,eagle,crocodile,cow,shark,dog,duck,"['stim5', 'stim7', 'stim1', 'stim4', 'stim3', 'stim2', 'stim8', 'stim6']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
mouse,turkey,giraffe,bat,ant,elephant,frog,dog,spider,"['stim3', 'stim7', 'stim6', 'stim8', 'stim4', 'stim5', 'stim2', 'stim1']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
mouse,dolphin,monkey,fox,snake,owl,bluebird,sheep,turtle,"['stim7', 'stim3', 'stim2', 'stim8', 'stim6', 'stim5', 'stim4', 'stim1']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
butterfly,cat,whale,horse,snake,dolphin,monkey,sparrow,giraffe,"['stim7', 'stim4', 'stim6', 'stim1', 'stim8', 'stim5', 'stim2', 'stim3']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
rat,lizard,crocodile,dog,bluebird,tiger,duck,fox,sparrow,"['stim3', 'stim7', 'stim1', 'stim2', 'stim5', 'stim8', 'stim4', 'stim6']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
goat,crocodile,bluebird,cat,snake,bear,butterfly,turtle,shark,"['stim3', 'stim5', 'stim1', 'stim7', 'stim2', 'stim6', 'stim4', 'stim8']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
duck,dog,cow,spider,crocodile,mouse,giraffe,turtle,shark,"['stim7', 'stim4', 'stim1', 'stim5', 'stim2', 'stim8', 'stim3', 'stim6']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
sparrow,monkey,eagle,rat,bluebird,snail,lizard,ant,horse,"['stim4', 'stim2', 'stim3', 'stim1', 'stim5', 'stim8', 'stim7', 'stim6']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
crocodile,dog,fox,horse,turtle,hog,snake,spider,shark,"['stim6', 'stim8', 'stim7', 'stim4', 'stim5', 'stim3', 'stim1', 'stim2']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
snail,owl,dog,sparrow,turkey,lizard,goldfish,goat,frog,"['stim5', 'stim8', 'stim6', 'stim3', 'stim1', 'stim7', 'stim2', 'stim4']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
ladybug,shark,dolphin,hog,duck,mouse,eagle,fox,cat,"['stim6', 'stim5', 'stim4', 'stim8', 'stim3', 'stim7', 'stim2', 'stim1']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
turkey,butterfly,goat,lizard,dog,dolphin,owl,sparrow,cow,"['stim7', 'stim6', 'stim1', 'stim2', 'stim4', 'stim8', 'stim3', 'stim5']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
cow,crocodile,spider,shark,sheep,snail,duck,goat,whale,"['stim4', 'stim7', 'stim1', 'stim2', 'stim5', 'stim6', 'stim8', 'stim3']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
dolphin,crocodile,rat,ladybug,snail,mouse,bat,hog,giraffe,"['stim1', 'stim4', 'stim7', 'stim8', 'stim5', 'stim2', 'stim3', 'stim6']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
giraffe,snail,spider,bear,elephant,cow,dog,sheep,hog,"['stim4', 'stim5', 'stim3', 'stim8', 'stim7', 'stim6', 'stim1', 'stim2']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
elephant,bat,monkey,bluebird,spider,dog,snake,mouse,giraffe,"['stim8', 'stim2', 'stim5', 'stim7', 'stim4', 'stim3', 'stim6', 'stim1']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
snake,ant,turtle,dolphin,ladybug,butterfly,monkey,spider,sparrow,"['stim2', 'stim5', 'stim3', 'stim1', 'stim4', 'stim7', 'stim8', 'stim6']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
sheep,fox,lizard,whale,ladybug,pigeon,eagle,giraffe,horse,"['stim1', 'stim8', 'stim7', 'stim3', 'stim6', 'stim5', 'stim2', 'stim4']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
duck,fox,monkey,sparrow,dog,ladybug,snake,hog,shark,"['stim3', 'stim7', 'stim5', 'stim4', 'stim1', 'stim2', 'stim8', 'stim6']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
ladybug,whale,elephant,tiger,bear,duck,eagle,spider,goat,"['stim6', 'stim5', 'stim7', 'stim8', 'stim4', 'stim3', 'stim2', 'stim1']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
turtle,cow,ant,cat,snake,elephant,snail,duck,sparrow,"['stim7', 'stim4', 'stim6', 'stim2', 'stim5', 'stim3', 'stim1', 'stim8']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
turtle,bluebird,crocodile,giraffe,elephant,turkey,goat,cow,shark,"['stim2', 'stim8', 'stim4', 'stim5', 'stim7', 'stim6', 'stim3', 'stim1']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
elephant,ant,whale,ladybug,turkey,lizard,hog,cat,goat,"['stim2', 'stim6', 'stim8', 'stim7', 'stim5', 'stim4', 'stim1', 'stim3']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
goldfish,goat,lizard,giraffe,cow,dog,duck,pigeon,tiger,"['stim2', 'stim6', 'stim5', 'stim3', 'stim4', 'stim1', 'stim8', 'stim7']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
horse,duck,spider,butterfly,ant,turkey,sheep,goldfish,hog,"['stim6', 'stim8', 'stim5', 'stim1', 'stim4', 'stim2', 'stim3', 'stim7']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
ant,snail,dog,sparrow,cow,cat,hog,whale,monkey,"['stim1', 'stim5', 'stim2', 'stim6', 'stim4', 'stim8', 'stim3', 'stim7']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
turtle,bear,sheep,monkey,dog,owl,ladybug,eagle,lizard,"['stim8', 'stim6', 'stim4', 'stim7', 'stim5', 'stim2', 'stim3', 'stim1']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
hog,butterfly,monkey,duck,sheep,rat,pigeon,shark,tiger,"['stim4', 'stim3', 'stim2', 'stim8', 'stim7', 'stim5', 'stim6', 'stim1']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
butterfly,bear,snail,crocodile,sheep,ant,owl,turkey,tiger,"['stim5', 'stim2', 'stim7', 'stim6', 'stim8', 'stim3', 'stim4', 'stim1']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
cat,whale,owl,ladybug,bluebird,lizard,pigeon,bat,rat,"['stim8', 'stim7', 'stim1', 'stim5', 'stim6', 'stim2', 'stim4', 'stim3']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
dog,cow,ladybug,giraffe,lizard,owl,tiger,pigeon,monkey,"['stim1', 'stim8', 'stim6', 'stim3', 'stim4', 'stim7', 'stim5', 'stim2']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
rat,tiger,frog,ant,mouse,lizard,cow,pigeon,hog,"['stim4', 'stim7', 'stim6', 'stim1', 'stim8', 'stim2', 'stim3', 'stim5']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
shark,horse,elephant,snail,frog,eagle,snake,spider,hog,"['stim2', 'stim4', 'stim3', 'stim8', 'stim6', 'stim1', 'stim5', 'stim7']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
goat,snail,elephant,bat,giraffe,sheep,sparrow,dolphin,spider,"['stim5', 'stim4', 'stim2', 'stim3', 'stim7', 'stim6', 'stim1', 'stim8']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
cow,goldfish,bat,snake,shark,ladybug,duck,frog,pigeon,"['stim4', 'stim8', 'stim7', 'stim6', 'stim5', 'stim2', 'stim3', 'stim1']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
spider,turkey,horse,sheep,pigeon,snake,dolphin,owl,goldfish,"['stim5', 'stim8', 'stim4', 'stim7', 'stim3', 'stim2', 'stim1', 'stim6']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
cat,turtle,bear,elephant,frog,spider,eagle,crocodile,shark,"['stim2', 'stim3', 'stim4', 'stim7', 'stim1', 'stim5', 'stim6', 'stim8']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
goldfish,ant,mouse,elephant,whale,ladybug,turkey,turtle,butterfly,"['stim4', 'stim7', 'stim1', 'stim5', 'stim3', 'stim8', 'stim2', 'stim6']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
fox,cat,ant,elephant,mouse,hog,sheep,spider,snail,"['stim1', 'stim6', 'stim5', 'stim4', 'stim3', 'stim2', 'stim7', 'stim8']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
owl,rat,lizard,spider,cat,turtle,dog,crocodile,giraffe,"['stim4', 'stim6', 'stim1', 'stim7', 'stim2', 'stim3', 'stim5', 'stim8']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
duck,eagle,goldfish,turkey,lizard,ant,sheep,horse,butterfly,"['stim3', 'stim1', 'stim8', 'stim6', 'stim7', 'stim4', 'stim5', 'stim2']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
whale,duck,shark,cow,lizard,dolphin,ant,butterfly,owl,"['stim5', 'stim2', 'stim1', 'stim4', 'stim3', 'stim8', 'stim7', 'stim6']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
tiger,horse,giraffe,goldfish,hog,rat,turkey,bear,monkey,"['stim7', 'stim2', 'stim8', 'stim4', 'stim1', 'stim5', 'stim6', 'stim3']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
tiger,pigeon,frog,snail,shark,mouse,cat,owl,lizard,"['stim5', 'stim8', 'stim6', 'stim2', 'stim1', 'stim7', 'stim3', 'stim4']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
spider,cat,dolphin,hog,cow,turkey,goat,lizard,bluebird,"['stim7', 'stim1', 'stim3', 'stim4', 'stim6', 'stim5', 'stim8', 'stim2']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
ant,bat,shark,dolphin,dog,lizard,sheep,whale,mouse,"['stim1', 'stim5', 'stim4', 'stim8', 'stim6', 'stim3', 'stim7', 'stim2']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
snail,mouse,dolphin,snake,whale,horse,tiger,sheep,turtle,"['stim8', 'stim3', 'stim2', 'stim4', 'stim1', 'stim7', 'stim5', 'stim6']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
snake,crocodile,whale,turkey,sheep,fox,horse,monkey,turtle,"['stim1', 'stim8', 'stim2', 'stim7', 'stim5', 'stim6', 'stim4', 'stim3']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
snail,rat,tiger,ant,cow,dolphin,spider,cat,monkey,"['stim3', 'stim6', 'stim5', 'stim1', 'stim7', 'stim4', 'stim8', 'stim2']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
lizard,dolphin,horse,whale,tiger,rat,goat,goldfish,eagle,"['stim1', 'stim3', 'stim5', 'stim7', 'stim6', 'stim2', 'stim4', 'stim8']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
pigeon,sheep,fox,ladybug,bear,crocodile,giraffe,frog,whale,"['stim3', 'stim2', 'stim1', 'stim4', 'stim6', 'stim7', 'stim5', 'stim8']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
frog,dog,snail,cow,hog,tiger,owl,snake,cat,"['stim7', 'stim2', 'stim4', 'stim1', 'stim8', 'stim3', 'stim5', 'stim6']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
pigeon,spider,whale,eagle,horse,tiger,ladybug,turtle,snail,"['stim3', 'stim6', 'stim1', 'stim4', 'stim5', 'stim8', 'stim7', 'stim2']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
pigeon,duck,dolphin,sparrow,butterfly,dog,monkey,bat,ant,"['stim3', 'stim1', 'stim7', 'stim4', 'stim5', 'stim8', 'stim6', 'stim2']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
giraffe,sparrow,fox,bluebird,horse,dolphin,frog,butterfly,rat,"['stim4', 'stim2', 'stim8', 'stim5', 'stim1', 'stim3', 'stim6', 'stim7']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
snake,frog,elephant,bear,dog,snail,giraffe,cow,shark,"['stim1', 'stim5', 'stim2', 'stim8', 'stim4', 'stim7', 'stim6', 'stim3']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
cat,frog,lizard,goldfish,duck,crocodile,mouse,ladybug,sparrow,"['stim6', 'stim2', 'stim5', 'stim1', 'stim8', 'stim4', 'stim3', 'stim7']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
whale,horse,dolphin,rat,sheep,eagle,fox,cat,ant,"['stim2', 'stim1', 'stim7', 'stim6', 'stim4', 'stim3', 'stim5', 'stim8']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
crocodile,lizard,whale,elephant,giraffe,cat,rat,sparrow,duck,"['stim1', 'stim3', 'stim2', 'stim5', 'stim6', 'stim4', 'stim8', 'stim7']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
dolphin,bear,ladybug,turtle,goat,bat,fox,tiger,sheep,"['stim3', 'stim1', 'stim7', 'stim6', 'stim4', 'stim8', 'stim5', 'stim2']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
hog,spider,dog,bluebird,elephant,cow,snake,crocodile,ant,"['stim5', 'stim2', 'stim4', 'stim7', 'stim1', 'stim8', 'stim6', 'stim3']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
whale,eagle,crocodile,monkey,bear,goldfish,sheep,goat,ladybug,"['stim2', 'stim5', 'stim4', 'stim7', 'stim6', 'stim3', 'stim1', 'stim8']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
horse,turkey,crocodile,sheep,turtle,giraffe,goat,owl,bluebird,"['stim5', 'stim6', 'stim3', 'stim2', 'stim4', 'stim1', 'stim7', 'stim8']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
ant,duck,frog,fox,bluebird,elephant,tiger,owl,goat,"['stim2', 'stim1', 'stim8', 'stim6', 'stim5', 'stim3', 'stim4', 'stim7']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
lizard,duck,mouse,bluebird,sheep,snake,frog,butterfly,monkey,"['stim6', 'stim5', 'stim2', 'stim4', 'stim1', 'stim8', 'stim7', 'stim3']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
bear,goat,fox,whale,bat,cow,spider,snake,shark,"['stim5', 'stim1', 'stim2', 'stim3', 'stim4', 'stim8', 'stim6', 'stim7']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
tiger,fox,snake,ant,lizard,goat,eagle,turtle,pigeon,"['stim1', 'stim5', 'stim4', 'stim6', 'stim7', 'stim3', 'stim8', 'stim2']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
snake,spider,pigeon,mouse,bluebird,ant,rat,goldfish,goat,"['stim7', 'stim6', 'stim5', 'stim1', 'stim3', 'stim8', 'stim2', 'stim4']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
snail,frog,butterfly,bluebird,goat,hog,shark,crocodile,giraffe,"['stim1', 'stim7', 'stim6', 'stim5', 'stim4', 'stim8', 'stim2', 'stim3']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
turtle,whale,rat,sheep,lizard,duck,pigeon,goldfish,cat,"['stim4', 'stim5', 'stim7', 'stim1', 'stim2', 'stim8', 'stim3', 'stim6']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
sparrow,lizard,cow,frog,ant,sheep,tiger,duck,crocodile,"['stim7', 'stim7', 'stim5', 'stim2', 'stim6', 'stim3', 'stim1', 'stim4', 'stim8']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
owl,frog,mouse,elephant,sparrow,turkey,cow,eagle,ant,"['stim7', 'stim4', 'stim5', 'stim2', 'stim8', 'stim6', 'stim3', 'stim1']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
eagle,mouse,rat,giraffe,crocodile,dolphin,sheep,pigeon,bear,"['stim7', 'stim2', 'stim1', 'stim8', 'stim6', 'stim3', 'stim5', 'stim4']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
duck,horse,sheep,bat,whale,bluebird,goat,owl,snail,"['stim5', 'stim7', 'stim3', 'stim8', 'stim1', 'stim6', 'stim2', 'stim4']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
elephant,frog,dolphin,bear,pigeon,horse,crocodile,sheep,turtle,"['stim6', 'stim5', 'stim3', 'stim2', 'stim8', 'stim1', 'stim7', 'stim4']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
bat,eagle,pigeon,cow,ant,owl,cat,monkey,elephant,"['stim2', 'stim1', 'stim5', 'stim6', 'stim3', 'stim4', 'stim7', 'stim8']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
spider,snail,tiger,turtle,mouse,duck,ant,dog,giraffe,"['stim6', 'stim1', 'stim4', 'stim3', 'stim7', 'stim5', 'stim2', 'stim8']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
turtle,dolphin,mouse,tiger,bat,monkey,ladybug,fox,frog,"['stim8', 'stim1', 'stim6', 'stim4', 'stim2', 'stim7', 'stim3', 'stim5']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
monkey,dog,horse,bat,turtle,ant,dolphin,crocodile,duck,"['stim1', 'stim2', 'stim3', 'stim7', 'stim4', 'stim8', 'stim5', 'stim6']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
mouse,duck,cat,eagle,snail,goat,butterfly,crocodile,lizard,"['stim2', 'stim5', 'stim4', 'stim7', 'stim8', 'stim1', 'stim3', 'stim6']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
bluebird,crocodile,goldfish,turkey,goat,sparrow,butterfly,mouse,sheep,"['stim5', 'stim3', 'stim6', 'stim7', 'stim4', 'stim8', 'stim1', 'stim2']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
dolphin,tiger,ant,turtle,bluebird,cow,frog,duck,spider,"['stim6', 'stim1', 'stim5', 'stim3', 'stim7', 'stim4', 'stim2', 'stim8']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
cat,bat,bluebird,snail,giraffe,turkey,ant,tiger,hog,"['stim7', 'stim1', 'stim8', 'stim4', 'stim5', 'stim3', 'stim2', 'stim6']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
ant,turkey,bluebird,bear,turtle,lizard,dolphin,frog,crocodile,"['stim5', 'stim4', 'stim7', 'stim2', 'stim1', 'stim3', 'stim8', 'stim6']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
cow,giraffe,mouse,whale,crocodile,bluebird,elephant,turtle,owl,"['stim1', 'stim6', 'stim2', 'stim3', 'stim4', 'stim7', 'stim5', 'stim8']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
ant,butterfly,giraffe,rat,goldfish,duck,spider,horse,fox,"['stim6', 'stim1', 'stim3', 'stim4', 'stim5', 'stim8', 'stim7', 'stim2']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
ladybug,cat,owl,bat,bluebird,shark,lizard,ant,goldfish,"['stim7', 'stim3', 'stim6', 'stim2', 'stim8', 'stim1', 'stim4', 'stim5']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
bluebird,snail,mouse,ladybug,ant,duck,giraffe,goat,eagle,"['stim5', 'stim8', 'stim3', 'stim2', 'stim7', 'stim1', 'stim4', 'stim6']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
giraffe,mouse,whale,hog,lizard,rat,cat,frog,sheep,"['stim6', 'stim8', 'stim3', 'stim2', 'stim5', 'stim1', 'stim4', 'stim7']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
dog,elephant,bat,goat,turkey,butterfly,whale,hog,crocodile,"['stim3', 'stim2', 'stim7', 'stim1', 'stim6', 'stim8', 'stim4', 'stim5']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
turkey,butterfly,snail,cat,sheep,owl,giraffe,snake,mouse,"['stim5', 'stim1', 'stim4', 'stim3', 'stim6', 'stim8', 'stim2', 'stim7']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
bear,duck,turkey,mouse,bluebird,turtle,hog,sheep,dolphin,"['stim6', 'stim8', 'stim7', 'stim3', 'stim2', 'stim1', 'stim5', 'stim4']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
spider,fox,bluebird,mouse,bat,sparrow,goat,dog,elephant,"['stim3', 'stim4', 'stim5', 'stim2', 'stim6', 'stim7', 'stim1', 'stim8']",S4,1,2021_Jun_09_1104,word_exp,2020.1.0,59.9995621
