ref,stim1,stim2,stim3,stim4,stim5,stim6,stim7,stim8,clicks,participant,session,date,expName,psychopyVersion,frameRate
bluebird,ladybug,snake,whale,pigeon,elephant,tiger,ant,shark,"['stim4', 'stim1', 'stim7', 'stim2', 'stim6', 'stim8', 'stim5', 'stim3']",S1,9,2020_May_30_1202,word_exp,2020.1.0,None
giraffe,dolphin,turkey,ladybug,sparrow,ant,turtle,snake,owl,"['stim1', 'stim8', 'stim4', 'stim2', 'stim6', 'stim7', 'stim3', 'stim5']",S1,9,2020_May_30_1202,word_exp,2020.1.0,None
horse,rat,snail,ladybug,turtle,dolphin,owl,cat,pigeon,"['stim5', 'stim6', 'stim7', 'stim8', 'stim1', 'stim4', 'stim2', 'stim3']",S1,9,2020_May_30_1202,word_exp,2020.1.0,None
lizard,dog,fox,bear,hog,cow,bat,shark,snail,"['stim8', 'stim7', 'stim6', 'stim1', 'stim2', 'stim4', 'stim5', 'stim3']",S1,9,2020_May_30_1202,word_exp,2020.1.0,None
bluebird,shark,cat,spider,dog,rat,monkey,snake,owl,"['stim8', 'stim5', 'stim2', 'stim4', 'stim6', 'stim1', 'stim7', 'stim3']",S1,9,2020_May_30_1202,word_exp,2020.1.0,None
cow,lizard,eagle,frog,turkey,tiger,goldfish,sparrow,rat,"['stim5', 'stim4', 'stim2', 'stim8', 'stim7', 'stim1', 'stim3', 'stim6']",S1,9,2020_May_30_1202,word_exp,2020.1.0,None
tiger,monkey,elephant,sheep,giraffe,sparrow,dolphin,ladybug,cow,"['stim1', 'stim8', 'stim6', 'stim4', 'stim3', 'stim2', 'stim5', 'stim7']",S1,9,2020_May_30_1202,word_exp,2020.1.0,None
mouse,frog,snake,rat,goldfish,dolphin,cow,whale,giraffe,"['stim3', 'stim4', 'stim1', 'stim2', 'stim5', 'stim6', 'stim8', 'stim7']",S1,9,2020_May_30_1202,word_exp,2020.1.0,None
bear,frog,cat,bat,pigeon,butterfly,snail,goat,goldfish,"['stim7', 'stim2', 'stim3', 'stim4', 'stim1', 'stim5', 'stim6', 'stim8']",S1,9,2020_May_30_1202,word_exp,2020.1.0,None
dog,lizard,eagle,elephant,bluebird,bear,giraffe,frog,butterfly,"['stim5', 'stim6', 'stim3', 'stim2', 'stim4', 'stim8', 'stim1', 'stim7']",S1,9,2020_May_30_1202,word_exp,2020.1.0,None
turtle,hog,fox,horse,frog,butterfly,giraffe,spider,crocodile,"['stim4', 'stim8', 'stim7', 'stim5', 'stim2', 'stim1', 'stim6', 'stim3']",S1,9,2020_May_30_1202,word_exp,2020.1.0,None
fox,ladybug,dolphin,bat,ant,goat,turtle,cat,lizard,"['stim7', 'stim5', 'stim3', 'stim8', 'stim6', 'stim1', 'stim4', 'stim2']",S1,9,2020_May_30_1202,word_exp,2020.1.0,None
sparrow,pigeon,turkey,goat,turtle,dog,cat,hog,shark,"['stim1', 'stim2', 'stim4', 'stim6', 'stim5', 'stim3', 'stim7', 'stim8']",S1,9,2020_May_30_1202,word_exp,2020.1.0,None
fox,monkey,eagle,crocodile,dog,rat,whale,duck,cow,"['stim4', 'stim5', 'stim7', 'stim2', 'stim1', 'stim8', 'stim3', 'stim6']",S1,9,2020_May_30_1202,word_exp,2020.1.0,None
crocodile,turkey,cow,duck,bear,tiger,butterfly,frog,sparrow,"['stim7', 'stim4', 'stim2', 'stim5', 'stim1', 'stim3', 'stim8', 'stim6']",S1,9,2020_May_30_1202,word_exp,2020.1.0,None
owl,hog,whale,bat,horse,fox,duck,snake,goat,"['stim6', 'stim3', 'stim5', 'stim8', 'stim1', 'stim4', 'stim2', 'stim7']",S1,9,2020_May_30_1202,word_exp,2020.1.0,None
frog,turkey,sparrow,bear,bat,duck,ant,hog,cat,"['stim2', 'stim4', 'stim5', 'stim1', 'stim8', 'stim7', 'stim3', 'stim6']",S1,9,2020_May_30_1202,word_exp,2020.1.0,None
fox,bear,dolphin,tiger,giraffe,bluebird,goat,goldfish,pigeon,"['stim6', 'stim3', 'stim2', 'stim1', 'stim4', 'stim8', 'stim5', 'stim7']",S1,9,2020_May_30_1202,word_exp,2020.1.0,None
